,Board,Tech,Subject,Grade,Week,Day,Lesson Name,Total Clicks in a Month,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7
845,CBSE,High Tech,English,G4,W2,D1,The story ,5340,37,55,39,83,56,197,53
846,CBSE,High Tech,English,G4,W2,D2,The story ,6000,76,10,22,28,22,182,105
847,CBSE,High Tech,English,G4,W2,D3,Who and Whom,5370,47,27,59,39,12,190,162
848,CBSE,High Tech,English,G4,W2,D4,how to use the words ,4579,14,69,59,74,91,132,146
849,CBSE,High Tech,English,G4,W2,D5,identifying positions of objects,6980,26,77,19,62,86,42,69
850,CBSE,High Tech,Math,G4,W2,D1,Revise geometrical patterns in structures ,6494,18,21,28,28,95,197,196
851,CBSE,High Tech,Math,G4,W2,D2,Fun estimations,5965,93,38,19,92,20,95,77
852,CBSE,High Tech,Math,G4,W2,D3,Longer and Shorter,5283,13,43,78,32,25,61,166
853,CBSE,High Tech,Math,G4,W2,D4,Heights,5550,61,61,60,91,65,116,94
854,CBSE,High Tech,Math,G4,W2,D5,Meter and Centimeter,5559,81,12,42,17,72,162,176
855,CBSE,High Tech,EVS,G4,W2,D1,Ears of animals,5042,60,85,68,36,35,150,162
856,CBSE,High Tech,EVS,G4,W2,D2,Skin of animals,6162,67,12,24,24,90,143,107
857,CBSE,High Tech,EVS,G4,W2,D3,Mode of birth of animals,5486,40,44,85,71,89,105,67
858,CBSE,High Tech,EVS,G4,W2,D4,Pet animals,5333,22,88,75,93,88,34,98
859,CBSE,High Tech,EVS,G4,W2,D5,Revision ,5462,74,42,58,10,75,78,73
860,CBSE,High Tech,English,G5,W2,D1,Different types of Ice,7407,83,21,34,54,44,99,185
861,CBSE,High Tech,English,G5,W2,D2,Describing words,5117,62,25,52,34,20,37,41
862,CBSE,High Tech,English,G5,W2,D3,Using describing words to describe Ice cream,5934,91,41,16,47,99,132,95
863,CBSE,High Tech,English,G5,W2,D4,Making an Ice,6145,48,47,57,69,34,154,35
864,CBSE,High Tech,English,G1,W2,D5,Water Animals and their homes,6131,47,95,61,50,68,178,86
865,CBSE,High Tech,Math,G5,W2,D1,Open and Closed Shapes,5937,34,88,17,51,71,174,39
866,CBSE,High Tech,Math,G5,W2,D2,How Changing Angles Changes Shapes,5615,78,98,18,88,25,105,72
867,CBSE,High Tech,Math,G5,W2,D3,Making Various Shapes by Changing Angles,4096,50,79,63,47,33,50,99
868,CBSE,High Tech,Math,G5,W2,D4,Measuring angles using an angle tester,6420,98,51,92,24,79,163,173
869,CBSE,High Tech,Math,G5,W2,D5,Making Different Angles using Paper and Body Parts,3948,27,84,98,32,60,55,60
870,CBSE,High Tech,EVS,G5,W2,D1,Snake Charmer,6680,40,88,63,68,83,61,192
871,CBSE,High Tech,EVS,G5,W2,D2,"Types of snakes, their key characteristics & uses",6051,90,95,76,32,70,31,71
872,CBSE,High Tech,EVS,G5,W2,D3,Animals,6125,41,16,28,36,29,107,133
873,CBSE,High Tech,EVS,G5,W2,D4,Laws for protection of animals,5433,70,99,38,51,40,94,149
874,CBSE,High Tech,EVS,G5,W2,D5,Paper snake,5094,95,38,56,38,85,119,133
875,MH,High Tech,English,G1,W2,D1,Alphabet Games,5384,39,75,16,27,61,166,66
876,MH,High Tech,English,G1,W2,D2,Alphabet Games,5737,81,68,99,80,41,150,151
877,MH,High Tech,English,G1,W2,D3,Reading CVC words,4559,77,74,56,58,48,36,77
878,MH,High Tech,English,G1,W2,D4,Reading CVC words,3990,59,30,36,67,20,99,148
879,MH,High Tech,English,G1,W2,D5,Identifying sounds in CVC words,4858,68,91,73,34,95,139,37
880,MH,High Tech,Math,G1,W2,D1,Counting & Colouring Numbers 1 to 5,5021,11,50,82,63,55,54,102
881,MH,High Tech,Math,G1,W2,D2,Counting & Circling Numbers 1 to 5,6215,96,10,55,78,13,37,153
882,MH,High Tech,Math,G1,W2,D3,Counting & Colouring Numbers 6 to 9,6775,43,46,99,18,80,177,64
883,MH,High Tech,Math,G1,W2,D4,Counting & Circling Numbers 6 to 9 ,5503,30,41,57,37,32,63,118
884,MH,High Tech,Math,G1,W2,D5,Writing Digits from 1 to 9,5538,14,23,36,65,75,108,171
885,MH,High Tech,English,G2,W2,D1,the story ,5167,55,59,14,79,42,55,187
886,MH,High Tech,English,G2,W2,D2,the story ,5148,78,56,99,31,43,117,32
887,MH,High Tech,English,G2,W2,D3,Naming Words 1,4243,88,48,39,92,71,66,99
888,MH,High Tech,English,G2,W2,D4,Naming Words 2,5533,95,55,82,59,61,193,112
889,MH,High Tech,English,G2,W2,D5,the rhyme ,6184,44,34,38,87,67,190,53
890,MH,High Tech,Math,G2,W2,D1,Making pairs of similar shapes,5978,76,16,95,27,81,128,104
891,MH,High Tech,Math,G2,W2,D2,Edges and corners of different shapes,5073,58,68,91,62,23,179,133
892,MH,High Tech,Math,G2,W2,D3,Straight lines and Curved Lines,4758,90,47,93,11,18,98,77
893,MH,High Tech,Math,G2,W2,D4,Use of Curved and Straight Lines,5311,40,51,14,89,36,109,38
894,MH,High Tech,Math,G2,W2,D5,Edges and corners one more time,5570,99,78,74,27,28,130,195
895,MH,High Tech,English,G3,W2,D1,String Song,4189,45,100,55,68,33,168,62
896,MH,High Tech,English,G3,W2,D2,Sindbad the Sailor Part 1,6014,30,42,53,66,47,82,159
897,MH,High Tech,English,G3,W2,D3,Sindbad the Sailor Part 2,5451,88,79,46,28,35,189,90
898,MH,High Tech,English,G3,W2,D4,A Biscuit Factory 1,6258,66,88,95,98,69,116,30
899,MH,High Tech,English,G3,W2,D5,Writing a Procedure,5755,32,48,80,30,37,166,183
900,MH,High Tech,Math,G3,W2,D1,Count tens and ones,5745,11,84,88,42,73,107,131
901,MH,High Tech,Math,G3,W2,D2,Writing numbers from 1,5806,62,98,44,42,33,114,172
902,MH,High Tech,Math,G3,W2,D3,Writing numbers from 51,6465,28,77,41,16,94,89,109
903,MH,High Tech,Math,G3,W2,D4,The Number 100,5592,89,12,71,59,51,179,191
904,MH,High Tech,Math,G3,W2,D5,Making Hundreds using Tens,5266,51,13,69,88,58,67,88
905,MH,High Tech,EVS,G3,W2,D1,"Animal characterstics (movement, colour)",5165,62,91,65,47,31,93,168
906,MH,High Tech,EVS,G3,W2,D2,"Animal characterstics (food habit, size)",5805,76,29,97,82,66,170,127
907,MH,High Tech,EVS,G3,W2,D3,Domestic and wild animals,5358,71,36,56,51,25,161,192
908,MH,High Tech,EVS,G3,W2,D4,Animals and uses,4058,77,54,37,46,90,83,30
909,MH,High Tech,EVS,G3,W2,D5,Insects,7561,28,79,22,91,68,182,189
910,MH,High Tech,English,G4,W2,D1,Recess,5375,100,66,51,12,24,172,97
911,MH,High Tech,English,G4,W2,D2,Hailstorms in Summer,5381,81,23,58,83,28,136,189
912,MH,High Tech,English,G4,W2,D3,Six honest serving men,5474,68,97,42,36,42,115,157
913,MH,High Tech,English,G4,W2,D4,Using ,5559,19,86,84,31,27,52,117
914,MH,High Tech,English,G4,W2,D5,Using ,5587,86,44,36,44,13,111,127
915,MH,High Tech,Math,G4,W2,D1,Tracing and Drawing Circles,5119,17,51,17,66,56,35,171
916,MH,High Tech,Math,G4,W2,D2,Different Parts of a Circle,6788,31,60,72,18,75,147,30
917,MH,High Tech,Math,G4,W2,D3,Drawing a Circle and Labeling Different Parts,5565,86,19,81,99,63,85,144
918,MH,High Tech,Math,G4,W2,D4,Patterns,5548,38,91,45,43,56,63,78
919,MH,High Tech,Math,G4,W2,D5,Circles once again,5170,10,33,92,10,87,117,107
920,MH,High Tech,EVS,G4,W2,D1,Plants and their uses,5232,52,79,29,48,21,31,99
921,MH,High Tech,EVS,G4,W2,D2,Needs of all living things ,5410,74,37,16,32,51,102,71
922,MH,High Tech,EVS,G4,W2,D3,Arboreal animals ,6659,31,98,99,33,57,190,94
923,MH,High Tech,EVS,G4,W2,D4,Seasonal changes in living things ,4177,98,21,54,67,81,148,53
924,MH,High Tech,EVS,G4,W2,D5,Revision,6596,86,24,29,42,52,34,127
925,MH,High Tech,English,G5,W2,D1,Being a Good Listener,5082,27,45,26,97,19,179,197
926,MH,High Tech,English,G5,W2,D2,Being a Good Listener,5023,87,100,65,25,64,145,67
927,MH,High Tech,English,G5,W2,D3,the poem ,4698,82,63,20,15,10,103,122
928,MH,High Tech,English,G5,W2,D4,the story ,6616,49,48,45,49,32,72,191
929,MH,High Tech,English,G5,W2,D5,the story ,5212,99,85,53,19,35,148,192
930,MH,High Tech,Math,G5,W2,D1,Changing Devnagri Numbers to International Numbers,5392,35,99,69,35,53,105,169
931,MH,High Tech,Math,G5,W2,D2,6 Digit Numbers,4764,81,49,97,72,32,114,137
932,MH,High Tech,Math,G5,W2,D3,Reading & Writing 6 Digit Numbers,5188,81,17,70,20,45,33,154
933,MH,High Tech,Math,G5,W2,D4,Reading & Writing 6 Digit Numbers,5084,30,83,83,62,39,71,164
934,MH,High Tech,Math,G5,W2,D5,6 Digit Numbers once again,5483,73,38,92,66,68,192,82
935,MH,High Tech,EVS,G5,W2,D1,The earth's rotation,5983,99,51,88,80,61,52,44
936,MH,High Tech,EVS,G5,W2,D2,Revolution of earth & seasons,4808,22,94,70,42,70,68,185
937,MH,High Tech,EVS,G5,W2,D3,Sunrise and sunset,5579,23,43,38,25,90,96,182
938,MH,High Tech,EVS,G5,W2,D4,Phases of moon,5119,63,40,47,82,30,46,155
939,MH,High Tech,EVS,G5,W2,D5,Revision ,5721,67,24,71,82,88,66,177
940,TS,High Tech,English,G1,W2,D1,Going to school Part 1 ,6699,89,47,65,14,52,200,66
941,TS,High Tech,English,G1,W2,D2,Going to school Part 2,5228,20,68,46,85,92,158,198
942,TS,High Tech,English,G1,W2,D3,Ammu is going to school ,4816,25,33,50,24,96,67,181
943,TS,High Tech,English,G1,W2,D4,Ammu's bus goes Pom Pom Pom ,5232,14,22,21,46,99,124,128
944,TS,High Tech,English,G1,W2,D5,Revision ,4847,55,55,49,19,28,53,169
945,TS,High Tech,Math,G1,W2,D1,different shapes in our world,5898,68,47,52,85,42,52,178
946,TS,High Tech,Math,G1,W2,D2,Matching things with the same shapes,6540,70,57,33,26,28,191,180
947,TS,High Tech,Math,G1,W2,D3,Matching things with their shapes,5421,41,72,58,49,92,195,104
948,TS,High Tech,Math,G1,W2,D4,Shape patterns,5658,56,17,16,92,17,157,175
949,TS,High Tech,Math,G1,W2,D5,Colouring picture with different shapes.,5007,48,85,64,90,14,64,117
950,TS,High Tech,English,G2,W2,D1,Names of animals ,5454,44,90,38,88,57,97,59
951,TS,High Tech,English,G2,W2,D2,Names of birds ,5575,66,71,51,56,51,106,74
952,TS,High Tech,English,G2,W2,D3,Just like this ,5767,56,14,33,85,78,64,56
953,TS,High Tech,English,G2,W2,D4,Mouse and the snake ,5173,47,75,83,59,29,89,139
954,TS,High Tech,English,G2,W2,D5,Revision,6093,15,59,50,94,30,116,145
955,TS,High Tech,Math,G2,W2,D1,Counting tens and ones in numbers 21,5772,65,68,26,96,57,110,122
956,TS,High Tech,Math,G2,W2,D2,Counting tens and ones in numbers continued,6881,98,12,67,16,100,186,114
957,TS,High Tech,Math,G2,W2,D3,Counting numbers,4798,31,62,12,99,62,192,57
958,TS,High Tech,Math,G2,W2,D4,Big and Small numbers,4228,83,26,74,93,25,135,120
959,TS,High Tech,Math,G2,W2,D5,Ascending and Descending order.,5581,64,18,94,99,67,59,108
960,TS,High Tech,English,G3,W2,D1,Things we carry with us when we travel ,5400,58,86,82,44,48,141,105
961,TS,High Tech,English,G3,W2,D2,Opposites,5885,87,62,46,21,94,66,44
962,TS,High Tech,English,G3,W2,D3,Use of 'And',6137,60,54,66,77,86,173,180
963,TS,High Tech,English,G3,W2,D4,Writing: About a bus,5130,19,40,93,23,16,77,65
964,TS,High Tech,English,G3,W2,D5,Full stop and capital letter ,4713,99,87,91,93,31,37,133
965,TS,High Tech,Math,G3,W2,D1,identifying shapes in a picture and colouring,5996,15,66,39,49,14,176,33
966,TS,High Tech,Math,G3,W2,D2,Creating shapes using matchsticks.,4892,12,80,59,11,44,81,133
967,TS,High Tech,Math,G3,W2,D3,makeing patterns using matchsticks,4311,82,65,91,74,25,54,87
968,TS,High Tech,Math,G3,W2,D4,Shapes and patterns,4975,60,27,72,25,75,99,66
969,TS,High Tech,Math,G3,W2,D5,Creating scenaries using cut,4387,10,75,14,49,56,194,122
970,TS,High Tech,EVS,G3,W2,D1,Work done by family members,4984,10,90,20,53,61,134,77
971,TS,High Tech,EVS,G3,W2,D2,Professions,6677,72,11,78,44,58,123,70
972,TS,High Tech,EVS,G3,W2,D3,Helping each other,4699,19,14,14,38,30,35,40
973,TS,High Tech,EVS,G3,W2,D4,Child Labour,5070,28,35,34,48,41,47,44
974,TS,High Tech,EVS,G3,W2,D5,Revision ,6311,52,56,52,96,31,66,39
975,TS,High Tech,English,G4,W2,D1,Pronouns ,4648,90,44,96,63,24,137,101
976,TS,High Tech,English,G4,W2,D2,Pronouns ,6366,68,65,22,79,72,100,38
977,TS,High Tech,English,G4,W2,D3,Different kinds of food ,6151,29,16,75,73,68,61,116
978,TS,High Tech,English,G4,W2,D4,"Story ""Pancake"" and answer questions Part 1 ",4611,13,11,25,77,63,161,198
979,TS,High Tech,English,G4,W2,D5,"Story ""Pancake"" and answer questions Part 2",5869,81,94,65,50,64,162,129
980,TS,High Tech,Math,G4,W2,D1,"Front, top and side view",5151,13,65,17,93,68,84,125
981,TS,High Tech,Math,G4,W2,D2,Views continued,5105,25,80,70,54,69,178,123
982,TS,High Tech,Math,G4,W2,D3,Calculating number of boxes,5152,14,54,71,53,88,30,118
983,TS,High Tech,Math,G4,W2,D4,Shapes around us.,5622,82,88,33,64,78,145,130
984,TS,High Tech,Math,G4,W2,D5,Revising Shapes,5018,36,68,41,26,44,200,122
985,TS,High Tech,EVS,G4,W2,D1,Rules of the Games,5988,78,20,10,58,13,76,140
986,TS,High Tech,EVS,G4,W2,D2,Why rules?,5204,70,73,84,38,15,173,104
987,TS,High Tech,EVS,G4,W2,D3,Sportspersons,5060,98,88,18,21,77,86,112
988,TS,High Tech,EVS,G4,W2,D4,Victory and Defeat in Games,6487,59,52,93,26,44,159,31
989,TS,High Tech,EVS,G4,W2,D5,Revision ,6910,12,65,98,95,48,46,50
990,TS,High Tech,English,G5,W2,D1,Adverb,5759,30,52,13,27,49,174,163
991,TS,High Tech,English,G5,W2,D2,Writing,5180,30,29,60,48,15,50,189
992,TS,High Tech,English,G5,W2,D3,Grammar: Punctuations,5187,22,32,52,40,93,114,120
993,TS,High Tech,English,G5,W2,D4,Adjectives ,5854,88,70,78,82,38,193,145
994,TS,High Tech,English,G5,W2,D4,Adjectives ,5569,23,99,80,100,89,196,72
995,TS,High Tech,Math,G5,W2,D1,Adding big numbers,6201,82,37,52,93,37,103,75
996,TS,High Tech,Math,G5,W2,D2,Addition word problems,4052,94,32,23,37,70,57,165
997,TS,High Tech,Math,G5,W2,D3,Subtraction of big numbers,5915,41,67,41,19,88,142,173
998,TS,High Tech,Math,G5,W2,D4,Subtraction word problems,5817,64,74,91,67,29,113,72
999,TS,High Tech,Math,G5,W2,D5,Mixed sums,4772,76,24,44,32,28,184,86
1000,TS,High Tech,EVS,G5,W2,D1,Agricultural equipment/tools,4513,94,61,79,39,53,86,102
1001,TS,High Tech,EVS,G5,W2,D2,Seeds ,5053,57,30,13,34,71,102,189
1002,TS,High Tech,EVS,G5,W2,D3,Sustainable Farming,4494,21,88,56,13,82,166,154
1003,TS,High Tech,EVS,G5,W2,D4,Pesticides,5376,90,82,91,78,23,173,164
1004,TS,High Tech,EVS,G5,W2,D5,"Crops

",5431,10,57,12,70,99,38,163
1005,KA,High Tech,English,G1,W2,D1,My family Tree,5429,16,17,95,67,69,146,143
1006,KA,High Tech,English,G1,W2,D2,Colours around us ,5268,17,19,56,99,64,90,199
1007,KA,High Tech,English,G1,W2,D3,Siri and her family and answer questions Part 1,5386,86,41,47,67,72,180,108
1008,KA,High Tech,English,G1,W2,D4,Siri and her family and answer questions Part 2,5228,65,87,93,33,37,71,190
1009,KA,High Tech,English,G1,W2,D5,Writing,5922,49,19,91,14,50,49,108
1010,KA,High Tech,Math,G1,W2,D1,Sorting Shapes,6798,15,51,48,28,78,93,179
1011,KA,High Tech,Math,G1,W2,D2,Roll and Slide,5234,66,72,55,45,53,53,34
1012,KA,High Tech,Math,G1,W2,D3,2D Flat Objects,5233,77,36,22,67,32,83,60
1013,KA,High Tech,Math,G1,W2,D4,How to draw free hand shapes,6038,75,45,67,51,58,47,107
1014,KA,High Tech,Math,G1,W2,D5,how to draw a house using different shapes.,5599,58,87,37,91,31,125,105
1015,KA,High Tech,EVS,G1,W2,D1,Plants around us,5832,96,42,24,61,17,46,64
1016,KA,High Tech,EVS,G1,W2,D2,Parts of plants,4257,66,23,37,50,28,84,107
1017,KA,High Tech,EVS,G1,W2,D3,Uses of plants,5703,58,31,49,12,52,83,163
1018,KA,High Tech,EVS,G1,W2,D4,Draw and colour parts of  plants,4880,98,89,11,34,93,75,152
1019,KA,High Tech,EVS,G1,W2,D5,Revision ,5548,59,73,32,33,20,136,136
1020,KA,High Tech,English,G2,W2,D1,Writing sentences ,5270,30,93,61,100,47,118,136
1021,KA,High Tech,English,G2,W2,D2,Opposites,6266,48,60,81,94,86,129,154
1022,KA,High Tech,English,G2,W2,D3,Pronouns ,4232,95,23,27,15,24,72,52
1023,KA,High Tech,English,G2,W2,D4,Rakhi say is righteous day ,4698,98,15,24,44,93,77,161
1024,KA,High Tech,English,G2,W2,D5,Rakhi say is righteous day and answer questions  ,5009,10,91,38,31,91,73,128
1025,KA,High Tech,Math,G2,W2,D1,Numbers 1,6470,52,13,34,14,46,103,68
1026,KA,High Tech,Math,G2,W2,D2,Numbers 1,5651,82,14,32,19,20,132,115
1027,KA,High Tech,Math,G2,W2,D3,Grouping objects into tens and units/ones,6920,91,18,35,80,42,194,103
1028,KA,High Tech,Math,G2,W2,D4,Place Value and Face Value,5594,36,60,43,10,69,32,66
1029,KA,High Tech,Math,G2,W2,D5,Expanding numbers ,5378,33,38,90,19,13,69,161
1030,KA,High Tech,EVS,G2,W2,D1,Domestic and wild animals,6240,10,38,23,28,78,161,71
1031,KA,High Tech,EVS,G2,W2,D2,Animal characterstics,5065,29,63,73,72,35,120,162
1032,KA,High Tech,EVS,G2,W2,D3,Rearing of animals ,6714,42,33,16,62,60,154,32
1033,KA,High Tech,EVS,G2,W2,D4,Care of animals ,4777,76,39,82,29,23,137,54
1034,KA,High Tech,EVS,G2,W2,D5,Revision,5129,29,68,86,11,80,92,160
1035,KA,High Tech,English,G3,W2,D1,Writing sentences using action words ,5183,49,82,24,36,54,42,188
1036,KA,High Tech,English,G3,W2,D2,Picture writing ,4315,90,96,48,40,32,57,86
1037,KA,High Tech,English,G3,W2,D3,"The poem ""The best six doctors""",6265,37,99,79,93,30,76,58
1038,KA,High Tech,English,G3,W2,D4,"The poem"" Sports is fun""",5407,37,31,21,32,92,39,133
1039,KA,High Tech,English,G3,W2,D5,"The poem ""Sports is fun"" and answer questions ",5763,83,12,31,91,100,98,139
1040,KA,High Tech,Math,G3,W2,D1,numbers 100,6243,65,52,16,16,21,93,188
1041,KA,High Tech,Math,G3,W2,D2,numbers 100,5831,90,61,74,14,67,90,165
1042,KA,High Tech,Math,G3,W2,D3,Expanding numbers using place value,5453,61,58,13,51,71,62,72
1043,KA,High Tech,Math,G3,W2,D4,Skip counting,4828,13,10,69,100,91,61,60
1044,KA,High Tech,Math,G3,W2,D5,biggest and smallest numbers,4421,89,37,100,24,68,76,156
1045,KA,High Tech,EVS,G3,W2,D1,Types of plants,5983,90,93,64,24,50,162,74
1046,KA,High Tech,EVS,G3,W2,D2,Crops,6213,88,73,13,63,78,44,52
1047,KA,High Tech,EVS,G3,W2,D3,Leaves and their characterstics,5304,21,75,94,51,43,142,45
1048,KA,High Tech,EVS,G3,W2,D4,Leaves and their characterstics,5842,35,27,44,26,97,138,160
1049,KA,High Tech,EVS,G3,W2,D5,Manure using the shed leaves,5533,45,95,41,14,62,188,164
1050,KA,High Tech,English,G4,W2,D1,"Creating words using vowels ""a,e,i,o,u""",5836,48,80,20,90,53,129,153
1051,KA,High Tech,English,G4,W2,D2,Grammar ,6241,57,100,22,69,11,185,192
1052,KA,High Tech,English,G4,W2,D3,Joining two words to make another word,5324,11,74,46,72,87,192,106
1053,KA,High Tech,English,G4,W2,D4,"The poem ""Best friend""",6004,10,48,43,90,33,200,118
1054,KA,High Tech,English,G4,W2,D5,Writing ,4960,79,10,67,49,75,136,71
1055,KA,High Tech,Math,G4,W2,D1, reading and writing 4,5301,98,94,43,14,62,104,49
1056,KA,High Tech,Math,G4,W2,D2,Preceding and succeding numbers,5939,46,13,17,48,74,66,164
1057,KA,High Tech,Math,G4,W2,D3,Place value of 4 digit numbers,3902,39,17,85,31,53,104,153
1058,KA,High Tech,Math,G4,W2,D4,Expanding 4 digit numbers,5465,35,44,63,61,39,156,46
1059,KA,High Tech,Math,G4,W2,D5,Converting expanded to standard form. ,4627,12,56,56,70,51,68,101
1060,KA,High Tech,EVS,G4,W2,D1,Behaviour of different animals,5452,45,88,96,42,22,112,72
1061,KA,High Tech,EVS,G4,W2,D2,A honey bee ,6027,41,58,77,22,76,160,93
1062,KA,High Tech,EVS,G4,W2,D3,Process of collecting honey,5724,15,94,85,68,76,59,139
1063,KA,High Tech,EVS,G4,W2,D4,Uses of honey,3706,23,74,20,69,73,133,185
1064,KA,High Tech,EVS,G4,W2,D5,Revision ,4828,71,44,63,76,24,49,170
1065,KA,High Tech,English,G5,W2,D1,"The poem ""He did it""",5490,81,42,35,61,23,115,64
1066,KA,High Tech,English,G5,W2,D2,"Th poem ""He did it"" and answer questions ",5558,78,24,28,23,75,133,72
1067,KA,High Tech,English,G5,W2,D3,"The story ""The nuclear test"" and answer questions Part 1",5263,34,21,19,94,26,175,171
1068,KA,High Tech,English,G5,W2,D4,"The story ""The nuclear test"" and answer questions Part 2",5878,25,48,100,24,73,162,187
1069,KA,High Tech,English,G5,W2,D5,"The story ""The nuclear test"" and answer questions Part 3",5620,79,42,19,20,34,115,40
1070,KA,High Tech,Math,G5,W2,D1,Adding 4,6671,58,42,66,37,76,126,102
1071,KA,High Tech,Math,G5,W2,D2,Adding 4 digit numbers with carry over,4812,55,14,100,13,36,179,188
1072,KA,High Tech,Math,G5,W2,D3,Adding 5,5232,40,17,79,63,91,115,111
1073,KA,High Tech,Math,G5,W2,D4,Adding 5 digit numbers with carry over,6613,25,15,64,20,57,119,125
1074,KA,High Tech,Math,G5,W2,D5,Addition word problems.,5944,83,10,93,30,21,120,196
1075,KA,High Tech,EVS,G5,W2,D1,Importance of a family,5704,94,67,10,56,55,190,93
1076,KA,High Tech,EVS,G5,W2,D2,Family tree and relationships,5385,39,68,41,65,93,130,172
1077,KA,High Tech,EVS,G5,W2,D3,changes in the structure of a family,6474,64,87,41,51,44,32,193
1078,KA,High Tech,EVS,G5,W2,D4,Features of nuclear and joint families,5732,60,84,43,76,64,46,88
1079,KA,High Tech,EVS,G5,W2,D5,Revision,5429,48,15,40,55,29,110,174
1080,CBSE,Low Tech,English,G1,W3,D1,the poem ,5935,41,48,25,87,24,88,76
1081,CBSE,Low Tech,English,G1,W3,D2,"questions from ""After a bath""",4492,56,52,50,83,10,127,97
1082,CBSE,Low Tech,English,G1,W3,D3,Objects that go together,5245,78,92,60,54,53,54,55
1083,CBSE,Low Tech,English,G1,W3,D4,Drawing about our friends,6239,100,92,23,59,98,169,44
1084,CBSE,Low Tech,English,G1,W3,D5,Drawing curved line patterns,5906,80,74,43,43,44,31,48
1085,CBSE,Low Tech,Math,G1,W3,D1,Matching similar shapes,6600,95,72,82,20,67,31,65
1086,CBSE,Low Tech,Math,G1,W3,D2,Matching similar shapes,6134,96,90,76,24,44,103,44
1087,CBSE,Low Tech,Math,G1,W3,D3,Rolling and sliding,5205,77,97,80,32,77,172,61
1088,CBSE,Low Tech,Math,G1,W3,D4,Shapes of similar sizes,5503,92,25,66,91,96,35,99
1089,CBSE,Low Tech,Math,G1,W3,D5,Use shapes to make figures,5422,60,29,43,28,41,71,34
1090,CBSE,Low Tech,English,G2,W3,D1,the poem ,5147,13,79,55,44,91,105,185
1091,CBSE,Low Tech,English,G2,W3,D2,Kang has a dream,4897,15,44,93,80,16,183,70
1092,CBSE,Low Tech,English,G2,W3,D3,Actions of animals,5834,86,60,83,70,67,99,156
1093,CBSE,Low Tech,English,G2,W3,D4,"Using ""can"" and ""cannot""",4448,67,29,22,93,26,174,183
1094,CBSE,Low Tech,English,G2,W3,D5,the story ,5853,43,53,90,69,41,174,140
1095,CBSE,Low Tech,Math,G2,W3,D1,Ascending order,6801,22,94,85,33,70,78,88
1096,CBSE,Low Tech,Math,G2,W3,D2,Descending order,5972,62,98,30,64,46,176,61
1097,CBSE,Low Tech,Math,G2,W3,D3,Ordinal Numbers,4919,84,76,49,96,99,158,113
1098,CBSE,Low Tech,Math,G2,W3,D4,Using Ordinal Numbers,4822,90,31,65,79,13,57,125
1099,CBSE,Low Tech,Math,G2,W3,D5,Counting in groups of 10,5293,11,30,18,68,57,150,89
1100,CBSE,Low Tech,English,G3,W3,D1,putting a jumbled story correctly,5634,53,53,92,89,31,127,172
1101,CBSE,Low Tech,English,G3,W3,D2,drawing a bird,5387,46,12,74,67,16,68,75
1102,CBSE,Low Tech,English,G3,W3,D3,Describing words,4908,54,91,63,45,71,176,45
1103,CBSE,Low Tech,English,G3,W3,D4,"saying words using ""sp",5754,72,42,96,27,84,93,31
1104,CBSE,Low Tech,English,G3,W3,D5,"saying words using ""sc",5773,29,15,31,16,71,153,175
1105,CBSE,Low Tech,Math,G3,W3,D1,Number patterns,6613,10,57,47,43,26,131,31
1106,CBSE,Low Tech,Math,G3,W3,D2,Common multiples ,5403,32,28,50,67,13,135,168
1107,CBSE,Low Tech,Math,G3,W3,D3,Expanding 3 digit numbers using pictures,5016,54,45,76,19,10,151,188
1108,CBSE,Low Tech,Math,G3,W3,D4,Counting and write number in standard form,5227,77,11,32,80,83,97,155
1109,CBSE,Low Tech,Math,G3,W3,D5,Counting and write number in standard form,5706,11,41,45,78,29,119,54
1110,CBSE,Low Tech,EVS,G3,W3,D1,Importance of water in our daily life,6054,85,13,76,44,54,70,189
1111,CBSE,Low Tech,EVS,G3,W3,D2,Sources of water,4441,97,38,64,90,77,39,144
1112,CBSE,Low Tech,EVS,G3,W3,D3,Containers for storage of water,5727,20,42,65,80,55,176,35
1113,CBSE,Low Tech,EVS,G3,W3,D4,Ways to save water,6074,80,17,54,59,26,30,45
1114,CBSE,Low Tech,EVS,G3,W3,D5,Revision,5022,18,15,39,73,68,164,116
1115,CBSE,Low Tech,English,G4,W3,D1,the poem ,5129,83,86,46,58,48,94,198
1116,CBSE,Low Tech,English,G4,W3,D2,the poem ,4212,88,41,38,36,65,104,47
1117,CBSE,Low Tech,English,G4,W3,D3,words to describe faces,5522,15,31,27,65,54,70,143
1118,CBSE,Low Tech,English,G4,W3,D4,favourite fruits,5176,31,56,84,65,32,185,199
1119,CBSE,Low Tech,English,G4,W3,D5,punctuation,5047,80,74,18,79,67,63,98
1120,CBSE,Low Tech,Math,G4,W3,D1,Converting m to cm,5477,100,21,88,29,87,155,123
1121,CBSE,Low Tech,Math,G4,W3,D2,Solving word problems involving m and cm,5324,76,86,50,99,26,137,31
1122,CBSE,Low Tech,Math,G4,W3,D3,Multiplication as repeated addition,5644,54,53,17,30,22,93,155
1123,CBSE,Low Tech,Math,G4,W3,D4,Multiplication as repeated addition,6104,56,11,65,86,45,65,73
1124,CBSE,Low Tech,Math,G4,W3,D5,Estimating time to nearest hour,6212,37,58,79,35,40,109,62
